שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
קאמי,58,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,.,..,..,..,..,.,..,.,.,..,..,..,.,..,5,..,..,..,..,..,..,..,..,..,..,.,..,..
קארין,"3,803",.,..,..,.,..,.,.,.,.,..,..,.,..,..,..,..,..,..,..,..,..,6,9,10,25,25,23,45,59,59,58,86,66,78,91,94,80,102,126,191,154,155,136,147,138,146,144,125,136,117,111,98,72,71,73,75,59,62,69,65,59,41,62,32,30,37,29,27,21,16,15,12,6,..
קארינה,118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,..,..,..,..,.,..,.,.,.,..,..,..,.,..,..,.,..,..,..,7,..,..,..,..,..,..,..,6,..,6,8,..,5,..,..,..,..,..,..,..,5,..,.,..,.,.
קארן,336,.,.,.,.,.,.,.,..,..,.,.,.,..,.,..,..,..,..,5,..,6,5,8,8,11,33,29,16,22,16,18,20,12,..,7,5,11,6,10,5,6,..,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,.,.,..,..,.,..,..,.,.,.,..,.,.,..
קדם,243,.,.,.,.,.,.,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,..,.,.,.,.,..,..,.,..,..,..,..,..,..,..,..,5,..,..,5,..,10,7,8,8,14,15,14,24,22,25,28,28
קוטי,33,.,.,.,.,.,.,..,.,.,.,..,..,.,..,..,..,.,..,..,..,5,..,..,.,..,.,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
קולין,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,.,.,.,..,.,.,.,.,.,.,..,..,6,7,..,..,..,..,.,..,.,.,..,.,.,.,.,.,.,..,.,..,..,.,.,..,.
קוראל,305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,..,.,.,.,.,.,..,.,.,.,..,..,..,.,.,.,..,..,5,8,6,12,14,14,19,16,20,27,26,28,14,11,8,6,8,8,..,7,7,..,8,..,..,5,..,..,..,..,.,..,..
קורין,724,.,..,..,.,6,..,..,..,.,..,..,..,..,..,..,..,9,5,10,..,11,7,9,..,5,9,9,8,9,8,10,27,24,20,22,24,20,41,30,31,29,40,31,18,28,20,20,14,12,21,14,9,7,..,..,.,5,..,8,5,..,7,..,..,6,..,..,..,..,.,5,..,..,..
קורל,"3,813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,.,.,..,..,..,5,5,..,..,..,.,9,5,..,7,13,22,38,85,87,226,268,302,312,288,251,204,192,180,147,129,104,84,89,83,75,59,56,47,51,48,46,58,48,38,32,34,34,15,19
קורן,245,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,..,.,.,..,..,..,.,.,5,..,..,..,..,..,..,..,5,..,..,..,7,5,5,9,9,9,6,9,15,19,11,10,7,10,7,11,..,5,6,7,7,8,8,8,..
קטי,714,..,.,..,..,6,..,6,..,..,5,..,..,5,7,..,10,6,10,19,18,20,25,14,21,20,22,21,36,24,27,28,20,37,22,15,21,22,18,15,19,13,..,13,12,10,6,9,15,8,7,..,..,5,5,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,.,.
קטיה,112,.,.,..,..,..,..,.,..,.,..,.,.,.,..,..,..,.,..,..,..,.,..,.,..,8,..,..,5,10,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,.,..,..,..,..,5,..,..,..,..,..,..,.,.,..,..,..,..,..,..,..,..,..,.,.,.,..,.,..
קטרין,299,.,.,.,.,.,..,..,.,.,.,.,.,.,.,..,.,..,..,..,5,..,..,6,..,..,5,5,..,6,..,..,5,..,..,..,..,..,5,..,..,.,..,.,..,..,..,..,..,10,10,10,19,14,12,13,13,9,8,..,15,6,6,..,9,6,..,..,7,..,..,..,..,.,..
קטרינה,51,.,.,..,..,..,..,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,.,.,.,.,..,.,..,.,..,.,.,..,..,.,..,..,..,..,..,.,..,.,..,..,..,..,..,5,..,..,..,..,..,..,.,..,.,.,.,..,.,..,..,.,..
קיארה,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,..,..,.,..,.,..,..,.,.,..,..,..,5,..,5
קייט,61,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,..,..,..,.,.,..,..,.,.,.,..,..,.,.,..,..,..,..,..,..,.,.,..,..,.,..,.,..,.,..,.,.,..,5,5,..,..,..,.,..,..,..,..,5
קיילא,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,.,.,.,..,.,.,.,..,.,.,.,..,..,..,..,.,..,..,.,..,..,.,.,.,..,..,..,.,..,..,..,..,7,5,..,..,..,..,..,8,..,6,6,8,10,10,7,16,10,11
קיילה,112,.,..,.,.,.,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,..,.,..,..,.,.,.,.,.,..,.,..,.,..,..,..,.,..,.,..,.,.,..,..,..,..,.,.,..,.,..,5,5,..,..,..,..,..,..,6,15,11,12
קיילי,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,7,8,5,6,9,13
קילא,130,.,.,..,.,.,.,.,.,.,.,..,.,..,.,.,.,..,.,.,.,..,..,.,.,.,..,..,..,..,.,.,.,..,..,..,..,..,..,..,..,.,..,5,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,5,..,..,..,..,..,6,..,..,..,..,..,..,9
קים,"1,245",.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,..,.,..,..,..,..,..,..,..,.,..,..,.,..,.,..,..,..,..,..,12,7,15,19,15,28,30,38,38,50,49,56,48,36,47,41,42,27,26,13,25,22,15,27,29,36,26,25,36,42,57,71,44,39,40,43
קימברלי,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,..,..,..,.,..,..,..,..,.,.,..,..,.,..,..,.,..,.,..,..,.,..,..,..,..,5,..,..,..,..
קירה,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,..,.,..,6,5,5,..,..,..,..,12,..,..,6,11,12,6,7
קלואי,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,..,..,..,.,..,..,..,..,.,..,..,..,..,..,..,6,6,9,7,5,7,8,8
קלודין,112,.,.,.,.,..,.,.,.,..,..,..,..,..,..,..,..,5,..,7,..,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,.,..,..,.,.,..,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,.
קלי,167,.,.,.,.,..,..,.,.,.,..,.,.,..,.,..,..,..,.,..,..,5,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,6,5,..,..,8,..,..,10,8,9,7,..,..,..,..,.,..,..,..,.,..,..,..,.,..,.,..,.,..,.,..,..,..,..
קליה,56,5,..,.,..,.,..,..,.,.,.,..,.,..,.,..,..,.,.,.,.,.,.,.,..,.,..,.,..,..,..,..,.,..,..,..,.,..,.,..,..,..,.,..,..,.,.,.,.,.,.,..,..,.,..,.,..,..,..,.,.,.,.,..,..,..,.,.,.,.,.,.,..,..,.
קלקידן,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,.,..,..,.,.,..,..,.,..,7,.,5,7,..,..,..,..
קלרה,520,..,6,14,25,19,21,19,15,20,23,9,15,12,10,12,17,11,19,17,11,5,14,7,..,8,7,8,10,..,6,..,6,5,..,8,5,..,5,..,..,..,..,..,5,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,.,..,6,..
קלריס,76,.,.,.,..,.,..,..,.,.,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,5,..,..,..,..,..,..,.,..,..,..,..,..,.,..,.,.,.,..,..,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.
קמה,323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,..,..,.,..,..,.,..,..,..,..,..,6,..,..,..,..,..,..,.,..,5,..,..,..,5,5,9,..,14,7,10,14,9,11,21,19,11,23,20,20,20,25,25
קמי,127,.,.,..,..,..,..,.,..,..,..,..,..,..,8,..,.,..,.,..,.,..,..,..,5,..,5,..,..,5,5,5,..,.,.,..,..,..,..,.,..,..,..,..,..,..,..,.,5,..,.,..,..,..,..,.,..,..,.,..,..,..,.,.,.,..,..,.,.,..,.,.,.,.,.
קמיל,111,.,.,.,.,..,.,.,.,.,.,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,..,..,..,..,..,..,..,..,..,..,5,..,..,..,6,..,..,..,9,6,..,..,..,..,..,..,.,.,.,..,.,..,..,..,.,..,..,5,.,..,..,..
קמילה,164,.,.,..,.,.,.,.,..,.,.,..,.,.,.,.,.,..,..,.,.,..,.,.,.,.,.,.,.,.,.,..,.,..,.,.,.,.,..,.,..,..,.,..,..,.,..,.,..,6,5,9,..,..,..,6,12,7,9,8,5,9,5,5,5,..,..,7,..,6,..,6,8,..,5
קסם,620,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,..,.,.,..,..,..,.,.,..,9,5,13,7,9,23,15,21,26,26,27,24,33,45,29,26,36,25,25,13,22,13,16,10,13,12,10,10,8,11,9,8,16,..,9
קסניה,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,..,..,..,..,..,5,..,..,..,.,.,.,..,..,.,.,.,..,.,..,..,..,.,..
קרול,69,.,.,.,.,..,..,.,..,.,.,.,.,..,..,..,..,.,..,..,.,..,..,..,..,..,..,7,..,..,5,..,..,..,..,.,..,..,.,.,.,..,.,..,.,..,..,..,..,.,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.
קרולין,263,.,.,.,..,.,..,..,.,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,..,..,11,7,8,9,..,10,8,10,5,..,8,6,5,8,8,16,11,10,..,..,..,5,7,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,.,..,..,5,..,.,..,.,.
קרולינה,132,.,.,..,..,..,..,..,.,.,.,..,..,.,.,.,.,..,..,..,.,.,.,.,..,.,..,..,..,.,.,..,.,..,..,.,..,.,.,..,.,.,.,5,..,..,..,..,..,..,..,..,..,5,..,..,5,..,..,..,..,..,..,..,..,..,8,9,6,6,6,..,..,5,..
קרין,"2,276",.,.,..,..,..,..,..,..,..,..,..,.,5,7,..,..,..,6,7,..,9,5,10,16,28,30,52,78,80,69,67,92,89,76,72,64,62,71,80,75,96,72,87,69,54,68,67,46,68,67,57,37,43,23,29,22,37,20,25,15,13,14,10,7,9,6,8,7,6,..,..,..,.,..
קרינה,290,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,.,.,.,..,.,..,..,..,..,..,.,..,..,..,..,..,.,.,..,.,..,..,..,..,..,7,8,5,8,22,15,10,20,9,12,16,16,17,15,6,14,7,..,9,..,5,5,..,..,.,..,.,..,.,..
קריסטינה,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,..,..,.,..,6,.,..,5,..,..,..,..,7,..,5,..,..,6,..,..,..,..,..,..,7,..,..,.,..,..,..,.
קרן,"15,130",..,..,..,.,5,..,..,..,6,..,..,..,6,6,..,18,10,18,31,43,64,84,154,231,476,730,969,"1,252","1,257","1,238","1,014",771,678,616,428,407,358,323,270,226,230,230,189,194,173,191,185,172,184,151,141,142,143,127,92,98,82,76,67,65,64,44,35,48,45,32,33,33,24,21,29,25,16,27
קרן-אור,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,7,8,7,..,..,..,..,..,..,..,..,..,..,..,..,.,..,.,.,.,..,..,..,..,.,..,..,..,.,.,..,.,..,..,..,..,.,.,..,.,..,..,.,.,..,.
קרני,867,.,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,5,5,6,..,.,8,12,8,6,8,17,11,9,12,7,10,11,6,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,5,6,6,11,5,14,8,11,15,15,20,25,28,14,27,30,41,56,52,52,75,68,66
קרנית,205,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,7,..,..,..,..,5,11,15,12,14,11,16,29,15,8,9,..,5,..,7,..,6,.,..,..,..,..,.,.,..,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.
קשת,595,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,..,.,.,..,..,..,..,..,..,..,..,..,..,5,9,5,6,8,6,6,..,5,11,12,13,15,13,9,19,17,16,17,23,22,13,34,24,25,22,19,18,19,14,15,16,18,23,23,13,17,18
קתרין,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,..,..,.,..,..,..,..,.,..,.,.,5,..,..,..,.,..,..,..,..,..,..,5,..,5,6,6,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.
ראדא,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,..,.,..,.,.,..,.,.,.,..,..,.,..,..,..,..,.,.,..,..,..,..,..,..,..,..,6,5,5,..,..,..,..,..
ראומה,197,.,..,.,..,..,..,..,5,7,..,..,..,..,..,..,6,..,7,6,5,..,..,6,7,..,..,5,..,8,..,6,6,..,..,7,6,5,..,..,6,9,..,..,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,.,..,..,..,..,.,.,.,..,.,.,..,..,.,.,.
ראות,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,..,..,..,5,..,..,7,..,..,..,..,..,..,..,5,..,..,..,..,..,.,..,..,.,..,..,.,..,..,..,..,..,.,..,..,.,.,..,.,..,..
ראם,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,..,.,..,..,..,..,.,..,..,.,..,..,..,..,..,.,..,5,6
ראשית,439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,..,.,..,..,6,..,7,8,10,8,7,5,11,16,11,16,10,17,27,23,27,14,19,20,23,25,25,23,24,23,22
רביד,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,..,..,6,9,15,13,11,19,20,10,19,13,14,15,16,13,11,14,15,20,20,17,24,18,27,32,24,21,25,21,11,25,19,14,25,39,35,23,24,35,20,17,20,22,16,18,28,20,19,16,12,9,18,8,14
רביטל,373,.,.,.,..,.,.,.,..,..,..,..,..,..,6,10,5,9,12,..,9,14,25,15,26,33,12,22,12,19,23,22,14,12,9,12,..,..,..,..,..,..,..,.,..,..,.,..,..,..,..,..,.,.,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רבקה,"33,168",164,300,401,443,508,473,429,433,437,388,403,367,366,300,272,305,277,275,279,254,280,220,241,256,215,221,224,263,271,213,206,244,272,259,263,269,322,320,326,349,358,352,359,393,427,437,398,410,425,441,431,455,481,464,528,560,559,573,557,554,625,744,706,692,692,726,755,710,768,791,780,770,730,769
רגינה,309,.,5,8,11,16,14,10,8,7,13,6,8,..,..,5,7,6,6,10,6,..,8,7,..,..,6,..,13,..,..,..,7,..,..,5,..,..,..,..,..,..,..,..,..,..,5,..,..,5,..,..,..,..,..,..,..,..,6,.,..,..,.,.,.,.,..,.,.,.,..,.,.,.,..
רהב,53,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,..,..,.,.,..,..,..,..,..,.,..,.,.,..,..,.,..,..,..,.,.,.,..,.,.,..,..,..,..,..,..,..,..,.,..,10,5,..,.,..,..,..,..,.,.,.,..,.,.,.,.,.,.,.,.
רואי,45,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,.,..,..,..,5,5,..,..,..,..,..,..,.,.,..,.,..,..,..,..,..,..,..,.
רובי,188,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,..,..,..,.,.,..,..,.,..,.,.,.,..,..,..,..,..,..,.,..,..,..,..,5,..,.,..,..,..,.,..,..,..,..,..,..,..,.,..,..,5,.,..,..,..,..,5,..,..,..,6,6,7,11,12,16,11,13,28
רובין,69,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,..,..,..,..,..,..,..,..,..,.,.,..,.,.,..,.,.,..,.,.,..,..,..,.,.,..,7,..,7,6,5
רוויטל,85,.,..,.,.,.,.,.,.,..,..,.,.,.,..,..,..,..,..,.,.,..,7,7,..,..,5,.,7,5,5,.,..,5,..,..,..,.,..,.,.,..,..,.,.,.,.,..,.,..,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רווית,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,5,..,5,5,9,10,11,30,25,29,33,25,27,23,19,13,13,9,6,5,9,7,7,..,6,7,..,6,7,5,..,6,..,..,..,..,..,..,..,..,..,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.
רוז,319,.,..,.,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,..,..,..,..,5,..,5,..,..,7,..,..,..,..,7,9,7,12,7,..,8,12,6,6,9,5,7,6,6,..,5,..,..,..,..,.,..,..,7,6,..,6,6,8,6,13,7,7,8,15
רוזה,684,..,5,16,13,23,13,12,19,11,11,15,13,12,10,13,9,13,9,11,7,10,5,9,15,20,13,15,15,19,10,7,13,9,9,14,6,9,7,7,18,7,5,6,9,10,..,8,5,11,5,9,6,..,7,7,10,..,7,..,6,..,7,7,..,..,..,..,9,5,7,5,..,10,7
רוזט,77,.,.,..,..,.,..,..,..,..,6,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,.,..,..,..,.,.,.,..,..,..,.,.,.,..,.,..,..,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רוזי,431,.,..,..,..,8,8,..,..,6,..,6,..,..,6,..,..,..,5,5,7,..,5,11,8,8,10,12,9,12,12,17,22,20,6,13,15,10,15,13,12,10,7,8,..,7,9,..,5,..,..,..,..,..,5,5,..,5,..,.,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..
רוזית,100,.,.,.,.,.,.,..,.,.,.,.,..,..,..,..,..,..,..,..,..,..,.,.,..,..,9,..,..,8,..,6,..,6,9,..,..,..,..,5,..,.,..,.,..,.,.,..,.,.,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רוזלין,70,.,.,.,.,.,..,.,.,..,.,..,.,.,.,.,.,..,.,..,..,.,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,.,..,..,.,.,.,..,..,.,.,.,..,.,5,..,.,.,.,..,.,..,..,.,.,..,..,.,..,.,..,..,..,..,.,.,.
רוחה,54,.,..,.,.,.,.,..,..,.,.,.,.,.,.,..,..,..,.,..,..,..,..,..,..,5,..,..,..,..,..,.,..,..,..,..,.,..,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רוחלה,42,..,.,..,5,..,..,..,..,.,..,.,..,..,..,..,..,..,..,.,.,.,..,.,.,.,..,..,..,.,..,..,.,.,.,.,.,..,.,..,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
רוחמה,"2,472",18,10,18,21,18,32,22,31,25,33,37,36,45,29,44,52,41,63,41,40,25,35,26,32,27,34,24,31,37,44,26,29,24,26,34,28,24,28,34,25,19,30,25,25,42,20,23,26,34,41,30,41,29,42,49,35,36,38,40,33,31,28,32,31,27,25,29,44,41,46,30,30,31,31
רוי,80,.,.,.,..,..,..,.,.,.,.,.,.,..,..,.,.,.,.,..,.,.,.,.,.,.,..,.,.,..,..,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,..,..,..,5,7,8,8,..,..,8,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,.,..
רויאל,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,..,..,.,..,..,..,..,.,..,..,..,.,..,..,..,..,..,5,.,7,..,..,..
רויה,122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,..,.,..,.,.,.,.,..,..,..,.,.,..,.,.,..,..,..,.,..,.,..,..,..,..,..,..,..,5,..,5,..,..,..,..,..,5,..,..,..,..,5,..,8,..,6,..,6,..,..,..,..,..,..,.,..
רויזא,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,..,.,.,..,.,..,..,..,..,..,.,..,..,..,..,..,..,..,..,6,..,..,..,..,5,..,..,..,5,6,7,..,7,6,5,8,8,7,..,9,7,7,7
רויטל,"7,660",..,..,5,..,14,16,15,20,33,39,47,46,72,75,93,99,97,121,141,154,217,248,289,333,351,359,423,392,399,365,332,309,360,277,199,192,166,121,106,86,88,64,63,56,48,48,53,59,42,55,64,49,46,43,23,36,30,23,20,16,21,18,12,10,11,..,9,5,5,..,..,..,..,..
רוית,"3,271",.,.,..,..,.,.,..,.,.,.,..,..,..,..,..,55,38,42,41,45,70,90,119,142,179,206,222,230,189,146,157,114,128,84,88,77,79,71,52,42,43,74,64,46,55,45,53,33,29,18,22,15,11,6,6,5,..,..,..,5,..,..,.,.,..,..,.,.,.,..,.,.,.,.
רום,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,..,..,..,..,5,5,7,8,6,12,5,18,9,17,25,23,19,21,25,14,15,14,14,17,12,21,15,17,14,16,33,32,23,31,25,40
רומי,"11,089",.,..,..,.,..,.,..,.,.,..,..,.,..,..,..,..,..,..,.,..,..,..,6,5,8,..,..,..,..,6,..,6,5,10,12,6,7,9,7,10,16,9,16,10,19,23,21,35,53,58,89,119,163,191,225,311,303,289,314,350,339,430,454,448,515,562,703,766,732,741,780,666,601,602
רומיה,90,..,.,..,..,.,.,.,.,..,.,..,.,.,..,..,..,..,..,.,.,.,.,.,.,..,.,.,..,..,..,..,.,.,..,..,..,.,.,..,..,..,.,..,..,..,.,.,.,..,..,..,..,.,..,..,5,6,..,..,..,..,5,6,..,..,.,..,..,.,..,..,..,..,.
רון,"1,954",.,.,.,..,.,.,.,.,.,..,.,..,.,.,.,..,.,..,..,..,..,..,5,.,..,.,..,..,..,..,..,..,..,..,5,..,7,..,19,11,16,20,28,33,36,64,84,76,92,83,98,107,95,84,72,77,69,54,42,40,36,29,27,29,29,26,29,33,52,51,51,66,66,67
רונאל,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,5,6,6,..,7,..,..,..,..,..,5,..,..,..,..,.,.,.
רונה,"2,934",..,..,..,..,..,..,7,8,..,9,5,5,7,..,10,13,11,16,21,17,14,17,19,28,14,26,24,28,25,31,38,28,34,27,46,44,41,40,39,44,55,52,22,18,18,18,11,14,13,16,10,13,24,20,26,38,52,47,57,59,81,79,92,99,104,102,110,131,144,136,123,135,117,133
רוני,"20,689",16,31,19,30,20,24,19,16,19,21,17,12,28,20,28,21,25,29,28,46,52,53,59,60,85,60,65,117,99,104,94,112,140,144,128,155,140,161,154,152,163,202,196,188,216,226,244,243,268,296,388,417,445,490,518,606,704,723,717,676,628,754,823,759,742,754,669,833,745,711,694,672,641,594
רוניה,128,.,.,.,.,.,..,.,.,.,..,..,..,..,..,..,..,.,..,..,..,..,.,..,..,..,.,.,..,.,..,.,.,.,.,.,.,..,.,.,.,..,..,..,5,..,..,..,..,..,..,5,.,..,5,.,..,6,..,..,..,..,..,9,5,..,.,..,..,..,..,6,..,..,..
רונית,"11,729",15,41,61,95,149,160,137,168,214,231,264,318,350,385,428,418,558,661,714,544,563,561,501,456,419,375,346,291,266,247,183,156,148,138,128,138,85,81,58,50,32,31,30,36,33,44,34,34,18,38,21,28,19,17,13,15,16,12,7,6,7,..,13,8,..,..,6,5,..,..,..,..,5,..
